<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SBER,5,240429,103500,309.14,309.27,309.13,309.17,52850
SBER,5,240429,104000,309.17,309.17,309.02,309.02,50240
SBER,5,240429,104500,309.04,309.18,309.02,309.11,33990
SBER,5,240429,105000,309.1,309.26,309.05,309.25,84270
SBER,5,240429,105500,309.25,309.25,309.2,309.21,35280
SBER,5,240429,110000,309.21,309.25,309.03,309.03,99170
SBER,5,240429,110500,309.03,309.04,308.58,308.77,258330
SBER,5,240429,111000,308.77,308.77,308.21,308.57,310580
SBER,5,240429,111500,308.58,308.58,308.3,308.36,180120
SBER,5,240429,112000,308.37,308.54,308.3,308.48,87160
SBER,5,240429,112500,308.49,308.6,308.48,308.59,111930
SBER,5,240429,113000,308.59,308.68,308.5,308.5,80200
SBER,5,240429,113500,308.5,308.64,308.4,308.44,141670
SBER,5,240429,114000,308.44,308.64,308.44,308.61,93760
